Wall time,Step,Value
1678837391.9927251,0,-0.7879683375358582
1678837392.3521483,1,-0.7879727482795715
1678837392.6268408,2,-0.7879410982131958
1678837392.9844337,3,-0.7877783179283142
1678837393.2782326,4,-0.7873808145523071
1678837393.565159,5,-0.7866941690444946
1678837393.816827,6,-0.7857042551040649
1678837394.2154317,7,-0.7843916416168213
1678837394.4644418,8,-0.7826935052871704
1678837394.8420959,9,-0.7805662751197815
1678837395.1084216,10,-0.7780035734176636
1678837395.5347111,11,-0.775043785572052
1678837395.786494,12,-0.7717483043670654
1678837396.0741715,13,-0.7681933641433716
1678837396.3861835,14,-0.7644597887992859
1678837396.6687307,15,-0.7606204748153687
1678837397.024374,16,-0.7567416429519653
1678837397.3575194,17,-0.7528740167617798
1678837397.8128183,18,-0.7490583062171936
1678837398.094996,19,-0.7453192472457886
1678837398.3800735,20,-0.7416717410087585
1678837398.6870332,21,-0.7381196022033691
1678837399.0035338,22,-0.7346620559692383
1678837399.3027465,23,-0.7312935590744019
1678837399.5356238,24,-0.7280080914497375
1678837399.7835357,25,-0.7247974276542664
1678837400.004335,26,-0.7216546535491943
1678837400.236979,27,-0.7185739278793335
1678837400.5376437,28,-0.7155507802963257
1678837400.7844596,29,-0.7125816941261292
1678837401.0839624,30,-0.7096641659736633
1678837401.383088,31,-0.7067956924438477
1678837401.6686773,32,-0.7039737701416016
1678837401.973322,33,-0.7011948823928833
1678837402.2179768,34,-0.6984556913375854
1678837402.4754717,35,-0.6957529783248901
1678837402.7896318,36,-0.6930841207504272
1678837403.0917695,37,-0.6904473900794983
1678837403.3729637,38,-0.6878396272659302
1678837403.7077768,39,-0.6852782368659973
1678837403.9851725,40,-0.6828118562698364
1678837404.265848,41,-0.6804841160774231
1678837404.545193,42,-0.678322970867157
1678837404.7708201,43,-0.6763330698013306
1678837404.9940813,44,-0.6745054721832275
1678837405.24399,45,-0.6728201508522034
1678837405.6137362,46,-0.6712526082992554
1678837405.9653187,47,-0.6697776317596436
1678837406.2301846,48,-0.6683716177940369
1678837406.536177,49,-0.6670151352882385
1678837406.7560258,50,-0.6656926870346069
1678837406.9595659,51,-0.6643940806388855
1678837407.3155665,52,-0.6631127595901489
1678837407.5462697,53,-0.6618455648422241
1678837407.817955,54,-0.660591721534729
1678837408.1329694,55,-0.6593517065048218
1678837408.454977,56,-0.6581271886825562
1678837410.1262758,57,-0.6569194793701172
1678837410.415547,58,-0.6557303667068481
1678837412.0276449,59,-0.6545604467391968
1678837412.2787895,60,-0.6534104943275452
1678837412.508818,61,-0.6522800922393799
1678837412.7501326,62,-0.651168942451477
1678837413.0240545,63,-0.6500756740570068
1678837413.324886,64,-0.6489993333816528
1678837413.5889397,65,-0.6479385495185852
1678837413.9150054,66,-0.6468921899795532
1678837414.2143934,67,-0.6458591818809509
1678837414.5098114,68,-0.6448385119438171
1678837414.8272467,69,-0.6438292264938354
1678837415.1036422,70,-0.6428305506706238
1678837415.42548,71,-0.6418416500091553
1678837415.6350965,72,-0.640862226486206
1678837415.9190853,73,-0.639891505241394
1678837416.2231133,74,-0.6389291882514954
1678837416.530464,75,-0.63797527551651
1678837416.832876,76,-0.6370296478271484
1678837417.1426816,77,-0.6360920071601868
1678837417.4980023,78,-0.6351621150970459
1678837417.7738657,79,-0.6342395544052124
1678837418.0209808,80,-0.6333240270614624
1678837418.296414,81,-0.6324151754379272
1678837418.5854945,82,-0.6315127611160278
1678837418.827426,83,-0.6306166648864746
1678837419.0838363,84,-0.6297267079353333
1678837419.3718615,85,-0.6288427114486694
1678837419.6313822,86,-0.6279646158218384
1678837419.9191046,87,-0.6270923614501953
1678837420.210757,88,-0.6262258291244507
1678837420.4764066,89,-0.6253649592399597
1678837420.6949492,90,-0.6245094537734985
1678837420.9650729,91,-0.6236590147018433
1678837421.29618,92,-0.6228135824203491
1678837421.6012037,93,-0.6219726800918579
1678837421.9877496,94,-0.6211361885070801
1678837422.2667189,95,-0.6203042268753052
1678837422.5439396,96,-0.6194769740104675
1678837422.8675027,97,-0.6186542510986328
1678837423.186606,98,-0.6178362369537354
1678837423.5048325,99,-0.6170226335525513
1678837423.8519793,100,-0.6162133812904358
1678837424.0817273,101,-0.6154083013534546
1678837424.3759108,102,-0.6146072149276733
1678837424.7252135,103,-0.6138100028038025
1678837425.0735307,104,-0.6130167841911316
1678837425.3877747,105,-0.6122273206710815
1678837425.712129,106,-0.6114416718482971
1678837426.0080879,107,-0.6106598973274231
1678837426.306676,108,-0.6098820567131042
1678837426.6603613,109,-0.6091081500053406
1678837427.004364,110,-0.6083380579948425
1678837427.334555,111,-0.6075717210769653
1678837427.6250792,112,-0.6068090796470642
1678837427.9360225,113,-0.6060498952865601
1678837428.3100636,114,-0.6052942276000977
1678837428.6884127,115,-0.6045418977737427
1678837429.0543027,116,-0.6037927865982056
1678837429.3971462,117,-0.6030467748641968
1678837429.852704,118,-0.6023039221763611
1678837430.2447188,119,-0.6015642285346985
1678837430.558839,120,-0.6008278131484985
1678837430.8815858,121,-0.600094735622406
