Wall time,Step,Value
1678837391.992308,0,-1.8470836877822876
1678837392.351029,1,-1.8470979928970337
1678837392.62603,2,-1.8469892740249634
1678837392.9834278,3,-1.846432089805603
1678837393.2773242,4,-1.8450725078582764
1678837393.5642288,5,-1.8427231311798096
1678837393.8156972,6,-1.8393189907073975
1678837394.2149692,7,-1.8349193334579468
1678837394.4635966,8,-1.8296525478363037
1678837394.8415704,9,-1.8236879110336304
1678837395.1076562,10,-1.8172067403793335
1678837395.5337918,11,-1.8103796243667603
1678837395.785567,12,-1.8033578395843506
1678837396.0733635,13,-1.7962566614151
1678837396.3846235,14,-1.7891651391983032
1678837396.6673083,15,-1.7821372747421265
1678837397.0230181,16,-1.7752174139022827
1678837397.356598,17,-1.7683051824569702
1678837397.8117816,18,-1.761102318763733
1678837398.0942967,19,-1.753329873085022
1678837398.3776116,20,-1.7448034286499023
1678837398.6857858,21,-1.7354834079742432
1678837399.0012727,22,-1.7254215478897095
1678837399.3014004,23,-1.7147347927093506
1678837399.5337148,24,-1.7035753726959229
1678837399.7826433,25,-1.6921024322509766
1678837400.0026731,26,-1.6804745197296143
1678837400.2359676,27,-1.668819785118103
1678837400.536272,28,-1.6572431325912476
1678837400.7821314,29,-1.6458122730255127
1678837401.0827177,30,-1.6345773935317993
1678837401.3817165,31,-1.6235615015029907
1678837401.6673121,32,-1.6127681732177734
1678837401.971129,33,-1.602184534072876
1678837402.2170205,34,-1.5917952060699463
1678837402.4744563,35,-1.581580400466919
1678837402.788242,36,-1.5715199708938599
1678837403.090387,37,-1.5615936517715454
1678837403.371475,38,-1.5517842769622803
1678837403.7063458,39,-1.5420767068862915
1678837403.9841597,40,-1.5324575901031494
1678837404.2644532,41,-1.5229198932647705
1678837404.544302,42,-1.5134637355804443
1678837404.7699935,43,-1.5040911436080933
1678837404.992717,44,-1.4948033094406128
1678837405.242702,45,-1.4855992794036865
1678837405.6129694,46,-1.4764788150787354
1678837405.9639418,47,-1.4674402475357056
1678837406.228801,48,-1.4584829807281494
1678837406.534952,49,-1.4496058225631714
1678837406.7548006,50,-1.4408066272735596
1678837406.9585884,51,-1.4320815801620483
1678837407.3147213,52,-1.4234267473220825
1678837407.5436447,53,-1.4148391485214233
1678837407.8171732,54,-1.406317949295044
1678837408.1318781,55,-1.3978404998779297
1678837408.4541235,56,-1.389585256576538
1678837410.1252093,57,-1.3819787502288818
1678837410.4146779,58,-1.375483751296997
1678837412.0267546,59,-1.3703415393829346
1678837412.2779794,60,-1.3666324615478516
1678837412.507415,61,-1.364274263381958
1678837412.749152,62,-1.363095998764038
1678837413.0231187,63,-1.362874150276184
1678837413.3238428,64,-1.3633701801300049
1678837413.587984,65,-1.3643674850463867
1678837413.9139233,66,-1.3656762838363647
1678837414.2134087,67,-1.3671562671661377
1678837414.5090184,68,-1.368704080581665
1678837414.826611,69,-1.3702620267868042
1678837415.1024203,70,-1.3717763423919678
1678837415.4244525,71,-1.3731880187988281
1678837415.6340115,72,-1.37445068359375
1678837415.9177797,73,-1.3755532503128052
1678837416.221871,74,-1.3765093088150024
1678837416.5294425,75,-1.37734854221344
1678837416.8317094,76,-1.3781088590621948
1678837417.1416614,77,-1.3788272142410278
1678837417.496759,78,-1.379536747932434
1678837417.7724252,79,-1.3802622556686401
1678837418.0193698,80,-1.3810217380523682
1678837418.2953568,81,-1.3818238973617554
1678837418.5846508,82,-1.38267183303833
1678837418.82649,83,-1.3835628032684326
1678837419.082897,84,-1.3844916820526123
1678837419.3708892,85,-1.3854506015777588
1678837419.6301043,86,-1.3864319324493408
1678837419.917057,87,-1.3874280452728271
1678837420.209415,88,-1.388432502746582
1678837420.4753137,89,-1.3894404172897339
1678837420.6941223,90,-1.3904478549957275
1678837420.9634633,91,-1.3914523124694824
1678837421.294746,92,-1.3924524784088135
1678837421.6002793,93,-1.3934476375579834
1678837421.9867444,94,-1.3944380283355713
1678837422.265561,95,-1.3954236507415771
1678837422.5426953,96,-1.39640474319458
1678837422.8665745,97,-1.3973816633224487
1678837423.185514,98,-1.3983547687530518
1678837423.5028946,99,-1.3993244171142578
1678837423.8506608,100,-1.4002909660339355
1678837424.0805695,101,-1.4012551307678223
1678837424.3748894,102,-1.4022167921066284
1678837424.724015,103,-1.4031765460968018
1678837425.072211,104,-1.4041340351104736
1678837425.3864415,105,-1.4050891399383545
1678837425.7107325,106,-1.4060418605804443
1678837426.0067668,107,-1.4069918394088745
1678837426.305662,108,-1.4079387187957764
1678837426.6589143,109,-1.4088823795318604
1678837427.0033264,110,-1.409822702407837
1678837427.333163,111,-1.410759687423706
1678837427.6236627,112,-1.4116932153701782
1678837427.934969,113,-1.4126235246658325
1678837428.3086777,114,-1.4135504961013794
1678837428.6873956,115,-1.4144741296768188
1678837429.052876,116,-1.4153940677642822
1678837429.3961651,117,-1.4163105487823486
1678837429.8514152,118,-1.4172232151031494
1678837430.2437544,119,-1.4181323051452637
1678837430.55752,120,-1.4190376996994019
1678837430.879515,121,-1.4199397563934326
1678837431.1668074,122,-1.4208381175994873
1678837431.4373403,123,-1.4217331409454346
1678837431.702279,124,-1.4226248264312744
1678837431.9841902,125,-1.4235128164291382
1678837432.2621925,126,-1.424397587776184
1678837432.540648,127,-1.425278902053833
1678837432.8392653,128,-1.4261566400527954
1678837433.1334417,129,-1.4270308017730713
1678837433.419283,130,-1.4279015064239502
1678837433.7798886,131,-1.4287688732147217
1678837434.079642,132,-1.4296330213546753
1678837434.4641435,133,-1.4304938316345215
1678837434.8735828,134,-1.4313514232635498
1678837435.141546,135,-1.4322059154510498
1678837435.4592283,136,-1.4330575466156006
1678837435.7852213,137,-1.4339066743850708
1678837436.0251584,138,-1.434753179550171
1678837436.2966802,139,-1.4355971813201904
1678837436.4915042,140,-1.436438798904419
1678837436.717415,141,-1.4372780323028564
1678837436.9910455,142,-1.4381152391433716
1678837437.2294226,143,-1.4389501810073853
1678837437.5089824,144,-1.4397833347320557
1678837437.7571628,145,-1.4406145811080933
1678837438.01049,146,-1.4414442777633667
1678837438.29677,147,-1.442272424697876
1678837438.583546,148,-1.4430989027023315
1678837438.8422403,149,-1.443923830986023
1678837439.1234837,150,-1.4447472095489502
1678837439.4315202,151,-1.4455687999725342
1678837439.758661,152,-1.4463889598846436
1678837440.0084243,153,-1.4472075700759888
1678837440.3051062,154,-1.4480247497558594
1678837440.61802,155,-1.4488407373428345
1678837440.904073,156,-1.449655532836914
1678837441.1580107,157,-1.4504692554473877
1678837441.3919017,158,-1.451282024383545
1678837441.6454005,159,-1.4520936012268066
1678837442.0874467,160,-1.452904224395752
1678837442.3516114,161,-1.4537137746810913
1678837442.6081305,162,-1.4545222520828247
1678837442.8837674,163,-1.4553297758102417
1678837443.1121044,164,-1.4561364650726318
1678837443.3765426,165,-1.4569423198699951
1678837443.691604,166,-1.457747220993042
1678837443.9787524,167,-1.458551287651062
1678837444.2977903,168,-1.4593546390533447
1678837444.589288,169,-1.4601576328277588
1678837444.9157166,170,-1.4609596729278564
1678837445.2250862,171,-1.4617607593536377
1678837445.586931,172,-1.4625608921051025
1678837445.8925056,173,-1.46336030960083
1678837446.21707,174,-1.4641586542129517
1678837446.4978461,175,-1.4649558067321777
1678837446.7645056,176,-1.465752124786377
1678837447.0772052,177,-1.4665474891662598
1678837447.3916404,178,-1.4673422574996948
1678837447.703295,179,-1.4681366682052612
1678837448.0245283,180,-1.4689303636550903
1678837448.239788,181,-1.4697234630584717
1678837448.5157647,182,-1.4705160856246948
1678837448.7492218,183,-1.4713079929351807
1678837449.0333364,184,-1.4720993041992188
1678837449.4506323,185,-1.4728896617889404
1678837449.7894816,186,-1.4736790657043457
1678837450.0732222,187,-1.4744645357131958
1678837450.2588475,188,-1.475276231765747
1678837450.5236547,189,-1.4761865139007568
1678837450.8317537,190,-1.4772738218307495
1678837451.0724332,191,-1.4785797595977783
1678837451.2778554,192,-1.4801191091537476
1678837451.6297445,193,-1.4818791151046753
1678837451.9730012,194,-1.4838318824768066
1678837452.3094807,195,-1.4859404563903809
1678837452.6258435,196,-1.488165259361267
1678837452.9381688,197,-1.4904712438583374
1678837453.3202949,198,-1.4928274154663086
1678837453.6367974,199,-1.495210886001587
1678837453.9638705,200,-1.4976046085357666
1678837454.3423138,201,-1.4999988079071045
1678837454.7341976,202,-1.5023882389068604
1678837455.0394022,203,-1.5047723054885864
1678837455.3570714,204,-1.5071520805358887
1678837455.6867568,205,-1.509529709815979
1678837455.9942226,206,-1.511909008026123
1678837456.3764331,207,-1.5142924785614014
1678837456.7416604,208,-1.5166817903518677
1678837457.0568447,209,-1.519078016281128
1678837457.4006503,210,-1.5214817523956299
1678837457.706846,211,-1.523892879486084
1678837458.0200021,212,-1.5263102054595947
1678837458.3861816,213,-1.5287325382232666
1678837458.715296,214,-1.5311580896377563
1678837459.0551496,215,-1.533585786819458
1678837459.3641217,216,-1.536013126373291
1678837459.6755056,217,-1.5384390354156494
1678837459.974182,218,-1.5408620834350586
1678837460.2972686,219,-1.5432816743850708
1678837460.6135895,220,-1.545696496963501
1678837460.885421,221,-1.548106074333191
1678837461.150567,222,-1.550510287284851
1678837461.4177797,223,-1.552909255027771
1678837461.6502542,224,-1.5553028583526611
1678837461.9170132,225,-1.5576913356781006
1678837462.2008007,226,-1.5600745677947998
1678837462.5274007,227,-1.5624524354934692
1678837462.769126,228,-1.5648242235183716
1678837463.0358725,229,-1.5671898126602173
1678837463.256452,230,-1.5695490837097168
1678837463.522857,231,-1.5719014406204224
1678837463.8178272,232,-1.5742462873458862
1678837464.0757182,233,-1.5765838623046875
1678837464.3576114,234,-1.578913927078247
1678837464.6459846,235,-1.5812361240386963
1678837464.9453104,236,-1.5835504531860352
1678837465.2091477,237,-1.5858566761016846
1678837465.4827948,238,-1.5881550312042236
1678837465.7860537,239,-1.5904453992843628
1678837466.0635078,240,-1.5927274227142334
1678837466.307863,241,-1.5950011014938354
1678837466.652052,242,-1.5972669124603271
1678837467.04325,243,-1.5995246171951294
1678837467.349751,244,-1.60177481174469
1678837467.66854,245,-1.604017972946167
1678837468.0910478,246,-1.6062549352645874
1678837468.5541677,247,-1.6084858179092407
1678837469.069841,248,-1.6107105016708374
1678837469.3852565,249,-1.612929105758667
1678837469.6596825,250,-1.61514151096344
1678837469.8986926,251,-1.6173477172851562
1678837470.1132524,252,-1.6195471286773682
1678837470.3806996,253,-1.621739387512207
